,,,,,,,"annotation layer, embedded in images",
2102.07455,5,uri:{https://doi.org/10.1109/WF-IoT48130.2020.9221276},https://doi.org/10.1109/WF-IoT48130.2020.9221276,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.07455,5,uri:{http://ceur-ws.org/Vol-2563/aics_29.pdf},http://ceur-ws.org/Vol-2563/aics_29.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.07455,5,uri:{http://arxiv.org/abs/1908.07324},http://arxiv.org/abs/1908.07324,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
2102.08510,16,uri:{https://www.usenix.org/jets/issues/0301/stark},https://www.usenix.org/jets/issues/0301/stark,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.08510,8,uri:{https://github.com/pbstark/SHANGRLA},https://github.com/pbstark/SHANGRLA,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2102.08510,13,uri:{https://github.com/michelleblom/primaries},https://github.com/michelleblom/primaries,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2102.08510,8,uri:{https://github.com/michelleblom/primaries},https://github.com/michelleblom/primaries,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2102.08510,1,uri:{http://arxiv.org/abs/2102.08510v2},http://arxiv.org/abs/2102.08510v2,Header,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
2102.08510,16,uri:{http://arxiv.org/abs/1903.08804},http://arxiv.org/abs/1903.08804,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.08510,13,,www.thegreenpapers.com/P20,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
2102.11153,2,uri:{https://www.skatelescope.org/},https://www.skatelescope.org/,Methodology,"URLs with trailing slashes, ""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
2102.11153,5,uri:{https://pylians3.readthedocs.io/en/master/Bk.html},https://pylians3.readthedocs.io/en/master/Bk.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,Hidden in annotation layers,
2102.11153,5,uri:{https://bitbucket.org/caw11/bifft/src/master/},https://bitbucket.org/caw11/bifft/src/master/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,Hidden in annotation layers,
2102.11153,15,uri:{http://doi.org/10.5281/zenodo.438045},http://doi.org/10.5281/zenodo.438045,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.11153,16,uri:{https://ui.adsabs.harvard.edu/abs/2019arXiv190407155A},https://ui.adsabs.harvard.edu/abs/2019arXiv190407155A,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{https://ui.adsabs.harvard.edu/abs/2013MNRAS.434.1239B},https://ui.adsabs.harvard.edu/abs/2013MNRAS.434.1239B,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{https://ui.adsabs.harvard.edu/abs/1982ApJ...259..474F},https://ui.adsabs.harvard.edu/abs/1982ApJ...259..474F,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{https://ui.adsabs.harvard.edu/abs/1975ApJ...196....1P},https://ui.adsabs.harvard.edu/abs/1975ApJ...196....1P,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{https://doi.org/10.5281/zenodo.3991818},https://doi.org/10.5281/zenodo.3991818,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2102.11153,16,uri:{http://www.scipy.org/},http://www.scipy.org/,References,"URLs with trailing slashes, ""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
2102.11153,16,uri:{http://dx.doi.org/10.5281/zenodo.3991818},http://dx.doi.org/10.5281/zenodo.3991818,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.3847/1538-4357/aa63e7},http://dx.doi.org/10.3847/1538-4357/aa63e7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.3847/0067-0049/222/2/22},http://dx.doi.org/10.3847/0067-0049/222/2/22,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.22323/1.277.0037},http://dx.doi.org/10.22323/1.277.0037,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1111/j.1365-2966.2009.15313.x},http://dx.doi.org/10.1111/j.1365-2966.2009.15313.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1111/j.1365-2966.2009.14389.x},http://dx.doi.org/10.1111/j.1365-2966.2009.14389.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1111/j.1365-2966.2007.11872.x},http://dx.doi.org/10.1111/j.1365-2966.2007.11872.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1111/j.1365-2966.2004.08416.x},http://dx.doi.org/10.1111/j.1365-2966.2004.08416.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1111/j.1365-2966.2004.08017.x},http://dx.doi.org/10.1111/j.1365-2966.2004.08017.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevLett.73.215},http://dx.doi.org/10.1103/PhysRevLett.73.215,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevLett.100.091303},http://dx.doi.org/10.1103/PhysRevLett.100.091303,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.93.083517},http://dx.doi.org/10.1103/PhysRevD.93.083517,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.92.083532},http://dx.doi.org/10.1103/PhysRevD.92.083532,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.91.083514},http://dx.doi.org/10.1103/PhysRevD.91.083514,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.86.083540},http://dx.doi.org/10.1103/PhysRevD.86.083540,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.85.083509},http://dx.doi.org/10.1103/PhysRevD.85.083509,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.83.103006},http://dx.doi.org/10.1103/PhysRevD.83.103006,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.74.023522},http://dx.doi.org/10.1103/PhysRevD.74.023522,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.72.043529},http://dx.doi.org/10.1103/PhysRevD.72.043529,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1103/PhysRevD.100.123522},http://dx.doi.org/10.1103/PhysRevD.100.123522,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/stz2799},http://dx.doi.org/10.1093/mnras/stz2799,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/stz1916},http://dx.doi.org/10.1093/mnras/stz1916,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/sty535},http://dx.doi.org/10.1093/mnras/sty535,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/sty346},http://dx.doi.org/10.1093/mnras/sty346,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/sty1495},http://dx.doi.org/10.1093/mnras/sty1495,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/sty1266},http://dx.doi.org/10.1093/mnras/sty1266,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/stx2662},http://dx.doi.org/10.1093/mnras/stx2662,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/stw482},http://dx.doi.org/10.1093/mnras/stw482,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/stw2679},http://dx.doi.org/10.1093/mnras/stw2679,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2102.11153,16,uri:{http://dx.doi.org/10.1093/mnras/stw248},http://dx.doi.org/10.1093/mnras/stw248,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
